Status,Name,Category,Location,Founded,Latest Investment,Round (1 Year),Portfolio,Total Raised
Active,Tailwind,- -,- -,2023,"Apr 03, 2024",1,1,--
Active,Arcanum Capital,Crypto-Native Fund,United States,2020,"Apr 03, 2024",1,16,$12 M
Active,Sheesha Finance,- -,United Arab Emirates,--,"Apr 03, 2024",1,9,--
Active,Alpha Sigma Capital,Crypto-Native Fund,--,2020,"Apr 03, 2024",1,8,--
Active,GDA Capital,Crypto-Native Fund,Canada,2019,"Apr 03, 2024",1,8,--
Active,RNR Capital,Crypto-Native Fund,United States,2022,"Apr 02, 2024",1,7,--
Active,Notation Capital,Traditional Fund,--,--,"Apr 02, 2024",1,13,--
Active,Eureka Meta Capital,Crypto-Native Fund,--,--,"Apr 02, 2024",1,3,--
Active,Avalon Wealth Club,Crypto-Native Fund,Britain,2021,"Apr 02, 2024",1,6,--
Active,Staked.vc,Crypto-Native Fund,--,--,"Apr 02, 2024",1,2,--
Active,Digistrats,Crypto-Native Fund,--,--,"Apr 02, 2024",1,5,--
Active,Anti Capital,- -,Taiwan,2021,"Apr 01, 2024",1,1,--
Active,Lerer Hippeau,Traditional Fund,--,--,"Apr 01, 2024",1,12,--
Active,OSS Capital,Traditional Fund,--,2018,"Mar 28, 2024",1,2,--
Active,Base,- -,- -,2023,"Mar 28, 2024",1,1,--
Active,Tagus Capital,Crypto-Native Fund,Britain,--,"Mar 28, 2024",1,4,--
Active,Taihill Venture,Traditional Fund,United States,2017,"Mar 28, 2024",1,3,--
Active,Pareto Holdings,Others,--,--,"Mar 28, 2024",1,9,--
Active,Mindfulness Capital,Traditional Fund,--,2018,"Mar 27, 2024",1,6,--
Active,SC Ventures,Traditional Enterprises,--,--,"Mar 27, 2024",1,3,--
Active,Nexo Ventures,Crypto Projects Venture,Bulgaria,--,"Mar 27, 2024",1,5,$150 M
Active,Nexo,- -,Bulgaria,2018,"Mar 27, 2024",1,17,--
Active,Rising Capital,Crypto-Native Fund,--,--,"Mar 27, 2024",1,4,--
Active,Capital6 Eagle,Crypto-Native Fund,--,--,"Mar 27, 2024",1,4,--
Active,Aussie Capital,Crypto-Native Fund,Australia,--,"Mar 26, 2024",1,6,--
Active,Supremacy,- -,Chinese Mainland,2022,"Mar 26, 2024",1,1,--
Active,Cultur3 Capital,Crypto-Native Fund,--,--,"Mar 26, 2024",1,12,--
Active,Restake,- -,- -,--,"Mar 26, 2024",1,1,--
Active,316VC,Crypto-Native Fund,--,--,"Mar 26, 2024",1,6,--
Active,NewField Fund,Crypto-Native Fund,--,--,"Mar 26, 2024",1,4,--
Active,N8.Capital,Crypto-Native Fund,Germany,--,"Mar 26, 2024",1,1,--
Active,BEVM,- -,- -,2023,"Mar 26, 2024",1,1,--
Active,Aussie Capital,Crypto-Native Fund,Australia,--,"Mar 26, 2024",1,6,--
Active,Cultur3 Capital,Crypto-Native Fund,--,--,"Mar 26, 2024",1,12,--
Active,Monday Capital,Crypto-Native Fund,United States,--,"Mar 22, 2024",1,15,--
Active,VBC Ventures,Traditional Fund,--,2019,"Mar 22, 2024",1,13,--
Active,CryptoDiffer,- -,Ukraine,2017,"Mar 22, 2024",1,7,--
Active,BeInCrypto,- -,- -,2018,"Mar 22, 2024",1,1,--
Active,Acheron Trading,Crypto Projects Venture,United States,2018,"Mar 22, 2024",1,5,--
Active,Vendetta Capital,Crypto-Native Fund,Turkey,2020,"Mar 22, 2024",1,32,--
Active,OX.FUN,- -,- -,2024,"Mar 22, 2024",1,1,--
Active,Web3 Vision Fund,Crypto-Native Fund,--,2021,"Mar 21, 2024",1,2,--
Active,Hansa,Crypto-Native Fund,--,2017,"Mar 21, 2024",1,4,--
Active,QF Capital,Traditional Fund,Chinese Mainland,2013,"Mar 21, 2024",1,5,--
Active,YM Capital,Crypto-Native Fund,Chinese Mainland,2022,"Mar 21, 2024",1,4,--
Active,Blue Node Capital,Crypto-Native Fund,Hong Kong,2018,"Mar 21, 2024",1,6,--
Active,Zero Knowledge Ventures,Crypto-Native Fund,--,--,"Mar 20, 2024",1,1,--
Active,ProDigital,Crypto-Native Fund,--,2022,"Mar 20, 2024",1,3,--
Active,Mercy Corps Ventures,Traditional Enterprises,United States,2015,"Mar 19, 2024",1,6,--
Active,Eberg Capital,Crypto-Native Fund,United States,2022,"Mar 19, 2024",1,5,--
Active,Sigil Fund,- -,Gibraltar,2018,"Mar 19, 2024",1,3,--
Active,Three Point Capital,Crypto-Native Fund,--,--,"Mar 19, 2024",1,3,--
Active,Portal,- -,United States,2018,"Mar 18, 2024",1,1,--
Active,TLcom Capital,Traditional Fund,--,--,"Mar 18, 2024",1,1,--
Active,Innovion,- -,- -,2020,"Mar 18, 2024",1,3,--
Active,R3,- -,- -,2015,"Mar 15, 2024",1,2,--
Active,Boxcars Ventures,Traditional Fund,United States,2019,"Mar 15, 2024",1,1,--
Active,Boxcars Ventures,Traditional Fund,United States,2019,"Mar 15, 2024",1,1,--
Active,Goal Ventures,Traditional Fund,--,2018,"Mar 14, 2024",1,3,--
Active,Christie's Ventures,Traditional Enterprises,--,2022,"Mar 14, 2024",1,2,--
Active,Monoceros,Crypto-Native Fund,--,--,"Mar 14, 2024",1,5,--
Active,Fortino Capital,Traditional Fund,--,2013,"Mar 14, 2024",1,1,--
Active,BSCStation,- -,- -,2021,"Mar 14, 2024",1,5,--
Active,Spencer Ventures,Crypto-Native Fund,United States,2022,"Mar 14, 2024",1,1,$4.5 M
Active,LMAX Digital,- -,- -,--,"Mar 13, 2024",1,1,--
Active,Zodia Custody,- -,Britain,2020,"Mar 13, 2024",1,1,--
Active,Request Finance,- -,Singapore,2020,"Mar 12, 2024",1,2,--
Active,Finewill Capital,Traditional Fund,Chinese Mainland,--,"Mar 12, 2024",1,2,--
Active,Fat Cats,- -,- -,--,"Mar 12, 2024",1,1,--
Active,SBI Investment,Traditional Enterprises,--,--,"Mar 11, 2024",1,9,--
Active,Maple VC,Traditional Fund,--,--,"Mar 11, 2024",1,6,--
Active,SafePal,- -,United States,2018,"Mar 08, 2024",1,2,--
Active,Infinity Capital,- -,United Arab Emirates,--,"Mar 08, 2024",1,1,--
Active,Kanosei Ventures,Traditional Fund,--,--,"Mar 08, 2024",1,2,--
Active,KudasaiJP,- -,- -,2021,"Mar 08, 2024",1,1,--
Active,Magma Partners,Traditional Fund,--,--,"Mar 08, 2024",1,2,--
Active,Ninety Eight,- -,Vietnam,2020,"Mar 07, 2024",1,3,--
Active,Osmosis,- -,"United States, Singapore",2021,"Mar 07, 2024",1,1,--
Active,Portage Ventures,Traditional Fund,--,--,"Mar 06, 2024",1,7,--
Active,Drops Ventures,Crypto Projects Venture,--,--,"Mar 06, 2024",1,8,--
Active,Ausvic Capital,Traditional Fund,--,--,"Mar 06, 2024",1,5,--
Active,Launchpad Capital,Traditional Fund,--,--,"Mar 05, 2024",1,4,--
Active,Chiron Partners,Crypto-Native Fund,--,--,"Mar 05, 2024",1,8,--
Active,Wing Venture Capital,Traditional Fund,--,2013,"Mar 05, 2024",1,2,--
Active,K5 Global,Traditional Fund,United States,2007,"Mar 05, 2024",1,10,--
Active,Liquid2 Ventures,Traditional Fund,United States,2015,"Mar 05, 2024",1,12,--
Active,Coho Deeptech,Traditional Fund,--,--,"Mar 05, 2024",1,1,--
Active,Danu Ventures,Crypto-Native Fund,--,--,"Mar 04, 2024",1,1,--
Active,8186 Capital,Crypto-Native Fund,Chinese Mainland,--,"Mar 03, 2024",1,9,--
Active,Xoogler Ventures,Traditional Fund,United States,2015,"Mar 01, 2024",1,10,--
Active,Flybridge,Traditional Fund,--,--,"Mar 01, 2024",1,4,--
Active,Worldcoin,- -,United States,2021,"Feb 29, 2024",1,1,--
Active,Ruby Capital,Crypto-Native Fund,Singapore,2015,"Feb 29, 2024",1,10,--
Active,Crossmint,- -,- -,2021,"Feb 29, 2024",1,1,--
Active,Pi Ventures,Traditional Fund,India,2016,"Feb 29, 2024",1,2,--
Active,General Mining Research,Crypto-Native Fund,--,--,"Feb 28, 2024",1,2,--
Active,NEO TOKYO,- -,- -,--,"Feb 28, 2024",1,1,--
Active,Mythos,Traditional Fund,--,--,"Feb 28, 2024",1,1,--
Active,Roosh Ventures,Traditional Fund,--,--,"Feb 27, 2024",1,1,--
Active,m0x capital,Crypto-Native Fund,--,--,"Feb 27, 2024",1,1,--
Active,Hudson River Trading,Others,--,--,"Feb 27, 2024",1,9,--
Active,Blockwall,Crypto-Native Fund,Germany,2017,"Feb 27, 2024",1,18,--
Active,Relayer Capital,Crypto-Native Fund,--,--,"Feb 27, 2024",1,1,--
Active,Valhalla Capital,Crypto-Native Fund,--,2021,"Feb 27, 2024",1,15,--
Active,LiquidityTech Protocol,- -,- -,2022,"Feb 27, 2024",1,1,--
Active,Korea Investment Partners,Traditional Enterprises,Korea,--,"Feb 26, 2024",1,8,--
Active,Upside DAO,- -,Australia,2022,"Feb 23, 2024",1,4,--
Active,Aves Lair,Crypto-Native Fund,--,--,"Feb 23, 2024",1,11,--
Active,PARC Capital,Crypto-Native Fund,Singapore,2022,"Feb 23, 2024",1,2,--
Active,Magic Square,- -,- -,2021,"Feb 23, 2024",1,2,--
Active,Notion Capital,Traditional Fund,--,2009,"Feb 22, 2024",1,2,--
Active,Propel VC,Crypto-Native Fund,United States,2016,"Feb 22, 2024",1,1,--
Active,Skyfall Ventures,Others,Norway,2016,"Feb 22, 2024",1,3,--
Active,Taavet+Sten,Traditional Fund,--,--,"Feb 22, 2024",1,6,--
Active,Epic Games,Traditional Enterprises,United States,--,"Feb 22, 2024",1,3,--
Active,Gandel Invest,Traditional Fund,Australia,--,"Feb 22, 2024",1,1,--
Active,10X Founders,Traditional Fund,--,2021,"Feb 22, 2024",1,2,--
Active,Xalts,- -,Hong Kong,2022,"Feb 20, 2024",1,1,--
Active,aelf,- -,Chinese Mainland,2017,"Feb 20, 2024",1,3,--
Active,Atka Capital,Crypto-Native Fund,--,2019,"Feb 19, 2024",1,6,--
Active,Satori Research,- -,Hong Kong,2020,"Feb 19, 2024",1,3,--
Active,fantasy.top,- -,- -,2024,"Feb 19, 2024",1,1,--
Active,Alpha Horizon Capital,Crypto-Native Fund,--,2024,"Feb 17, 2024",1,1,--
Active,Diagram Ventures,Traditional Fund,Canada,--,"Feb 16, 2024",1,2,--
Active,ACryptoS,- -,- -,2020,"Feb 15, 2024",1,1,--
Active,Quiet Capital,Traditional Fund,--,--,"Feb 15, 2024",1,17,--
Active,COTI,- -,- -,2017,"Feb 15, 2024",1,3,--
Active,LAMINA1 Ecosystem Fund,Crypto Projects Venture,--,--,"Feb 15, 2024",1,3,--
Active,ChainLayer,- -,- -,2019,"Feb 15, 2024",1,3,--
Active,Keplr,- -,- -,--,"Feb 15, 2024",1,1,--
Active,Taiko,- -,Chinese Mainland,2022,"Feb 14, 2024",1,1,--
Active,Archerman Capital,Crypto-Native Fund,United States,2018,"Feb 14, 2024",1,3,--
Active,ZetaChain,- -,United States,2021,"Feb 14, 2024",1,1,--
Active,MSA Capital,Traditional Fund,--,--,"Feb 13, 2024",1,6,--
Active,Titan Capital,Traditional Fund,--,--,"Feb 13, 2024",1,5,--
Active,XYO,- -,United States,--,"Feb 12, 2024",1,2,--
Active,ODIG,- -,- -,--,"Feb 12, 2024",1,1,--
Active,Injective,- -,- -,2018,"Feb 12, 2024",1,5,--
Active,Token Metrics,- -,- -,2017,"Feb 12, 2024",1,1,--
Active,Block 3 Ventures ( B3V ),Crypto-Native Fund,--,--,"Feb 07, 2024",1,2,--
Active,XBTO,- -,- -,2015,"Feb 07, 2024",1,2,--
Active,Blockchain Founders Capital,Crypto-Native Fund,Germany,--,"Feb 07, 2024",1,4,--
Active,Belvedere Strategic Capital,Traditional Fund,--,2021,"Feb 06, 2024",1,3,--
Active,WOO Network,- -,"Taiwan, Korea",2018,"Feb 05, 2024",1,8,--
Active,THORChain,- -,- -,2018,"Feb 05, 2024",1,2,--
Active,blocmates,- -,- -,2021,"Feb 05, 2024",1,3,--
Active,M23,Crypto-Native Fund,"Chinese Mainland, Singapore",2022,"Feb 05, 2024",1,4,--
Active,WOO Network,- -,"Taiwan, Korea",2018,"Feb 05, 2024",1,8,--
Active,Valkyrie,- -,United States,2020,"Feb 02, 2024",1,1,--
Active,Mandala Capital,Traditional Fund,India,2008,"Feb 02, 2024",1,2,--
Active,Zonff Partners,Traditional Fund,Chinese Mainland,2016,"Feb 02, 2024",1,65,--
Active,Ego Death Capital,Traditional Fund,--,--,"Feb 02, 2024",1,5,--
Active,Bedrock Capital,Traditional Fund,--,--,"Feb 01, 2024",1,2,--
Active,Edimus Capital,Crypto-Native Fund,--,--,"Feb 01, 2024",1,3,--
Active,EnjinStarter,- -,- -,--,"Jan 31, 2024",1,8,--
Active,ZMT Capital,Traditional Fund,United States,--,"Jan 31, 2024",1,15,--
Active,TradeDog,- -,India,2019,"Jan 31, 2024",1,1,--
Active,Coin98 Finance,- -,Vietnam,2018,"Jan 31, 2024",1,3,--
Active,Maverick Ventures Israel,Traditional Fund,Israel,2013,"Jan 31, 2024",1,2,--
Active,Nazare Ventures,Crypto-Native Fund,--,--,"Jan 31, 2024",1,3,--
Active,Art Blocks,- -,United States,2020,"Jan 31, 2024",1,1,--
Active,Cincubator,- -,- -,--,"Jan 31, 2024",1,1,--
Active,Frens,- -,- -,2023,"Jan 29, 2024",1,1,--
Active,Exabits,- -,- -,2022,"Jan 26, 2024",1,1,--
Active,Eco,- -,United States,2016,"Jan 25, 2024",1,1,--
Active,Labyrinth DAO,- -,- -,2023,"Jan 23, 2024",1,1,--
Active,Aleo,- -,United States,2019,"Jan 23, 2024",1,2,--
Active,Sentinel Global,Traditional Fund,--,--,"Jan 23, 2024",1,1,--
Active,Walden Catalyst,Traditional Enterprises,United States,2021,"Jan 23, 2024",1,1,--
Active,ISAI,Traditional Fund,--,2010,"Jan 18, 2024",1,3,--
Active,Diaspora Ventures,Traditional Fund,--,--,"Jan 18, 2024",1,5,--
Active,Efficient Frontier,- -,Israel,2018,"Jan 18, 2024",1,3,--
Active,Nabla Finance,- -,- -,--,"Jan 18, 2024",1,1,--
Active,Eurazeo,Traditional Fund,France,1969,"Jan 18, 2024",1,3,--
Active,Bpifrance,Traditional Enterprises,France,2012,"Jan 18, 2024",1,8,--
Active,NAVI Protocol,- -,- -,2023,"Jan 17, 2024",1,1,--
Active,GravityX Capital,Crypto-Native Fund,--,2021,"Jan 17, 2024",1,10,--
Active,Kakao Ventures,Traditional Fund,--,2012,"Jan 16, 2024",1,3,--
Active,Neon DAO,- -,- -,2021,"Jan 12, 2024",1,11,--
Active,Widus Partners,Others,--,2010,"Jan 12, 2024",1,2,--
Active,Matterblock,Crypto-Native Fund,Britain,2021,"Jan 12, 2024",1,2,--
Active,Dcentral,- -,- -,2021,"Jan 12, 2024",1,1,--
Active,Altonomy,- -,"United States, Singapore",2018,"Jan 11, 2024",1,27,--
Active,Nomiks,- -,France,2022,"Jan 11, 2024",1,1,--
Active,Visa,Traditional Enterprises,United States,--,"Jan 10, 2024",1,5,--
Active,Optimista Capital,- -,United States,--,"Jan 09, 2024",1,2,--
Active,Moore Strategic Ventures,Traditional Fund,--,--,"Jan 09, 2024",1,4,--
Active,Coparion,Traditional Fund,--,2016,"Jan 09, 2024",1,2,--
Active,Venture Stars,Traditional Fund,Germany,--,"Jan 09, 2024",1,1,--
Active,BSClaunch,- -,- -,2021,"Jan 09, 2024",1,1,--
Active,Launch Code Capital,Crypto-Native Fund,--,--,"Jan 09, 2024",1,3,--
Active,FunPlus,Traditional Enterprises,Switzerland,--,"Jan 09, 2024",1,3,--
Active,Skynet EGLD Capital,Crypto-Native Fund,--,--,"Jan 09, 2024",1,3,--
Active,SOSV,Traditional Fund,United States,1995,"Jan 08, 2024",1,10,--
Active,Coresky,- -,- -,2022,"Jan 08, 2024",1,1,--
Active,Syndicate,- -,- -,2020,"Jan 08, 2024",1,3,--
Active,Web3Link,Crypto-Native Fund,Hong Kong,--,"Jan 08, 2024",1,1,--
Active,Fermion Capital,Crypto-Native Fund,--,2015,"Jan 07, 2024",1,3,--
Active,SCC Investments,Crypto-Native Fund,--,--,"Jan 04, 2024",1,5,--
Active,Etherscan,- -,Malaysia,2015,"Jan 03, 2024",1,2,--
Active,iBox,- -,Chinese Mainland,2022,"Jan 02, 2024",1,1,--
Active,Yield Ventures,Crypto-Native Fund,--,--,"Dec 29, 2023",1,3,--
Active,Web3 Foundation,Crypto-Native Fund,--,2018,"Dec 28, 2023",1,1,--
Active,FishDAO,- -,- -,2022,"Dec 28, 2023",1,11,--
Active,Smart Stake,Crypto Projects Venture,--,2019,"Dec 27, 2023",1,3,--
Active,Phoenix Group,- -,United Arab Emirates,2016,"Dec 25, 2023",1,1,--
Active,Antalpha,- -,Singapore,--,"Dec 23, 2023",1,4,--
Active,Frogs Anon,- -,- -,2013,"Dec 22, 2023",1,1,--
Active,Velo Data,- -,- -,2023,"Dec 22, 2023",1,1,--
Active,Jungle Ventures,Traditional Fund,--,--,"Dec 21, 2023",1,3,--
Active,Viola Ventures,Traditional Fund,Israel,2000,"Dec 21, 2023",1,2,--
Active,Bitfinex,- -,Taiwan,2012,"Dec 20, 2023",1,10,--
Active,Hillstone Finance,- -,Korea,2020,"Dec 20, 2023",1,1,--
Active,Nexon,Traditional Enterprises,--,--,"Dec 19, 2023",1,3,--
Active,Zypsy,- -,- -,--,"Dec 19, 2023",1,1,--
Active,Proof Group,Traditional Fund,--,--,"Dec 18, 2023",1,9,--
Active,CTH Group,- -,United States,2016,"Dec 16, 2023",1,1,--
Active,CertiK,- -,Chinese Mainland,2017,"Dec 16, 2023",1,2,--
Active,Apex Group,Traditional Enterprises,India,--,"Dec 15, 2023",1,2,--
Active,Crusoe Energy,- -,- -,2019,"Dec 15, 2023",1,1,--
Active,Unpopular Ventures,Traditional Fund,--,--,"Dec 15, 2023",1,3,--
Active,Seven Seven Six,Traditional Fund,United States,2020,"Dec 14, 2023",1,18,--
Active,BlockRock Capital,Crypto-Native Fund,--,2017,"Dec 14, 2023",1,17,--
Active,Pathfinder Ventures,Traditional Fund,--,--,"Dec 14, 2023",1,1,--
Active,Serena Ventures,Traditional Fund,--,2017,"Dec 14, 2023",1,4,--
Active,BitJungle,- -,- -,--,"Dec 13, 2023",1,1,--
Active,Waveslab Ventures,Crypto-Native Fund,--,--,"Dec 13, 2023",1,1,--
Active,Mubadala Capital,Traditional Fund,--,--,"Dec 13, 2023",1,4,--
Active,Crescendo Equity Partners,Traditional Fund,Korea,--,"Dec 13, 2023",1,2,--
Active,tokentus Investment AG,Crypto-Native Fund,Germany,--,"Dec 13, 2023",1,6,--
Active,Web3 Studios,- -,Germany,2022,"Dec 13, 2023",1,1,--
Active,Stacker Ventures,- -,- -,2020,"Dec 13, 2023",1,10,--
Active,DeltaHub Capital,Crypto-Native Fund,--,2020,"Dec 12, 2023",1,7,--
Active,Seed Club,- -,- -,2020,"Dec 12, 2023",1,1,--
Active,Bitget,- -,"Hong Kong, Singapore",2018,"Dec 11, 2023",1,2,--
Active,Sound.xyz,- -,- -,--,"Dec 11, 2023",1,1,--
Active,Rollup.Finance,- -,- -,2023,"Dec 09, 2023",1,1,--
Active,Bastion Trading,- -,- -,--,"Dec 09, 2023",1,1,--
Active,Morgan Creek Digital,Traditional Fund,United States,2004,"Dec 09, 2023",1,21,$189 M
Active,Big Time,- -,Argentina,2021,"Dec 08, 2023",1,1,--
Active,Dapper Labs,- -,Canada,2018,"Dec 08, 2023",1,59,--
Active,Rogue Capital,Traditional Fund,United States,2014,"Dec 06, 2023",1,3,--
Active,Spiral DAO,- -,- -,2022,"Dec 05, 2023",1,1,--
Active,Ethereum Foundation,- -,Switzerland,2014,"Dec 05, 2023",1,1,--
Active,Flashbots,- -,- -,2020,"Dec 05, 2023",1,1,--
Active,Redacted,- -,- -,2021,"Dec 05, 2023",1,1,--
Active,BOOST VC,Crypto-Native Fund,United States,2012,"Dec 04, 2023",1,27,--
Active,NexGen Venture,Crypto-Native Fund,--,2023,"Dec 01, 2023",1,1,--
Active,Qtum,- -,Chinese Mainland,2016,"Dec 01, 2023",1,4,--
Active,Warner Music Group,Traditional Enterprises,United States,--,"Nov 30, 2023",1,8,--
Active,Winklevoss Capital,Others,United States,2012,"Nov 30, 2023",1,17,--
Active,Good News Ventures,Traditional Fund,Canada,2017,"Nov 29, 2023",1,4,--
Active,Kelsier,- -,- -,--,"Nov 29, 2023",1,1,--
Active,Global Brain,Traditional Fund,--,1998,"Nov 28, 2023",1,4,--
Active,Marcy Venture Partners,Traditional Fund,United States,2018,"Nov 28, 2023",1,4,--
Active,Tiny VC,Traditional Fund,--,2017,"Nov 28, 2023",1,7,--
Active,ANRI,Traditional Fund,--,--,"Nov 28, 2023",1,1,--
Active,Thirty Five Ventures (35V),Traditional Fund,United States,2016,"Nov 28, 2023",1,9,--
Active,Coral DeFi,Crypto-Native Fund,United States,2021,"Nov 22, 2023",1,8,--
Active,CoinGecko,- -,Malaysia,2014,"Nov 22, 2023",1,1,--
Active,D1 Ventures,Crypto-Native Fund,--,2019,"Nov 22, 2023",1,96,--
Active,Northzone,Traditional Fund,--,--,"Nov 21, 2023",1,8,--
Active,Crane Earth,Crypto-Native Fund,Britain,--,"Nov 21, 2023",1,1,--
Active,HOF Capital,Traditional Fund,United States,2015,"Nov 20, 2023",1,13,--
Active,Headline,Traditional Fund,United States,1997,"Nov 17, 2023",1,5,--
Active,SBI Holdings,Traditional Enterprises,Japan,--,"Nov 17, 2023",1,16,--
Active,ODOS,- -,United States,--,"Nov 16, 2023",1,1,--
Active,Ocular,Crypto-Native Fund,Singapore,2021,"Nov 16, 2023",1,10,--
Active,SLVC,Traditional Fund,--,--,"Nov 16, 2023",1,2,--
Active,Keyrock,- -,Belgium,2017,"Nov 16, 2023",1,5,--
Active,Lakestar,Traditional Fund,Switzerland,2012,"Nov 15, 2023",1,5,--
Active,Corazon Capital,Traditional Fund,United States,2013,"Nov 15, 2023",1,4,--
Active,Baillie Gifford,Traditional Fund,--,1908,"Nov 15, 2023",1,3,--
Active,Bitbuy,- -,Canada,2016,"Nov 15, 2023",1,1,--
Active,SkyBridge Capital,Others,United States,2005,"Nov 15, 2023",1,4,--
Active,Bitcoin IRA,- -,United States,--,"Nov 15, 2023",1,1,--
Active,Nasdaq Ventures,Traditional Enterprises,United States,2017,"Nov 14, 2023",1,6,--
Active,CIBC Innovation,Traditional Enterprises,--,--,"Nov 14, 2023",1,2,--
Active,State Street Corporation,Traditional Enterprises,United States,1972,"Nov 14, 2023",1,3,--
Active,WisdomTree,Traditional Enterprises,--,--,"Nov 14, 2023",1,3,--
Active,UBS,Traditional Enterprises,Switzerland,1998,"Nov 14, 2023",1,4,--
Active,Barclays Corporate & Investment Bank,Traditional Enterprises,--,--,"Nov 14, 2023",1,1,--
Active,BGX,- -,"Hong Kong, Singapore",--,"Nov 14, 2023",1,1,--
Active,Terraform Labs,- -,Korea,2018,"Nov 13, 2023",1,16,--
Active,Investcorp,Traditional Fund,--,1982,"Nov 10, 2023",1,2,--
Active,Zero Age Ventures,Crypto-Native Fund,Australia,--,"Nov 08, 2023",1,18,--
Active,Menyala,Traditional Fund,Singapore,--,"Nov 08, 2023",1,1,--
Active,MatchboxDAO,- -,- -,2022,"Nov 08, 2023",1,2,--
Active,Spacecadet Ventures,Traditional Fund,--,--,"Nov 08, 2023",1,2,--
Active,Blockpit,- -,Austria,2017,"Nov 07, 2023",1,2,--
Active,Discovery Ventures,Traditional Fund,Germany,--,"Nov 07, 2023",1,3,--
Active,Folkvang,- -,Singapore,2020,"Nov 07, 2023",1,1,--
Active,Animoca Brands Japan,- -,Japan,2021,"Nov 07, 2023",1,2,--
Active,TreeHouse Finance,- -,- -,2021,"Nov 03, 2023",1,1,--
Active,Evolution Equity Partners,Traditional Fund,--,--,"Nov 01, 2023",1,4,--
Active,K2 Access Fund,Traditional Fund,--,2020,"Nov 01, 2023",1,1,--
Active,NEOM Investment Fund,Traditional Enterprises,Saudi Arabia,--,"Oct 30, 2023",1,1,--
Active,Aragon,- -,- -,2016,"Oct 27, 2023",1,1,--
Active,mgnr,- -,United States,2020,"Oct 26, 2023",1,32,--
Active,TLF Ventures,Traditional Fund,--,--,"Oct 25, 2023",1,4,--
Active,Griffin Gaming Partners,Traditional Fund,United States,2019,"Oct 25, 2023",1,23,--
Active,Cometa,Traditional Fund,--,2012,"Oct 24, 2023",1,1,--
Active,Sisu Game Ventures,Traditional Fund,--,--,"Oct 23, 2023",1,4,--
Active,Existential Capital,Crypto-Native Fund,--,--,"Oct 23, 2023",1,7,--
Active,186 Ventures,Traditional Fund,United States,2019,"Oct 19, 2023",1,4,--
Active,Fin VC,Traditional Fund,--,--,"Oct 19, 2023",1,7,--
Active,SBX Capital,Traditional Fund,--,2020,"Oct 19, 2023",1,4,--
Active,Angellist Ventures,Traditional Fund,--,--,"Oct 18, 2023",1,2,--
Active,Connecticut Innovations,Traditional Fund,--,--,"Oct 17, 2023",1,2,--
Active,LayerOneVC,Crypto-Native Fund,--,--,"Oct 16, 2023",1,4,--
Active,TSVC,Traditional Fund,United States,2010,"Oct 16, 2023",1,2,--
Active,Web3Auth,- -,- -,2018,"Oct 12, 2023",1,1,--
Active,EnFlux,- -,Singapore,2022,"Oct 11, 2023",1,1,--
Active,TRM Labs,- -,United States,2017,"Oct 11, 2023",1,1,--
Active,Coinstore,- -,Singapore,2020,"Oct 11, 2023",1,1,--
