Rank,Name,Price,Market Cap,FDV,Ecosystem,Exchange
575,SWFT Blockchain SWFTC,$0.0032,$29.58 M,$38.64 M,"Ethereum, Polygon, BNB Chain, Avalanche","Coinbase, OKX, HTX, KuCoin, LATOKEN, BingX, Poloniex"
576,Vertex Protocol VRTX,$0.1027,$29.34 M,$102.72 M,"Arbitrum, Base",
577,Kin KIN,$0.00001,$29.49 M,$30.23 M,Solana,
578,cheqd CHEQ,$0.039,$29.63 M,$45.88 M,Cosmos,
578,VAIOT VAI,$0.086,$29.29 M,$40.1 M,,
580,SaucerSwap SAUCE,$0.043,$29.27 M,$43.22 M,Hedera,
581,Chainswap ASAP,$0.03,$29.11 M,$35.18 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Fantom, Gnosis Chain, Celo, Boba, Cronos, Moonriver, OKC, HECO",
582,FirmaChain FCT,$0.032,$28.91 M,$29.43 M,,
583,COMBO COMBO,$0.4059,$28.84 M,$42.23 M,"Ethereum, Polygon, BNB Chain, Avalanche",
584,Marinade Finance MNDE,$0.1049,$28.77 M,$110.41 M,Solana,"BingX, CoinEx"
585,Propbase PROPS,$0.079,$28.45 M,$118.82 M,Aptos,
586,Zuki Moba ZUKI,$0.7941,$29.23 M,$79.41 M,"Polygon, BNB Chain",
587,Iron Fish IRON,$0.6396,$28.17 M,$35.69 M,,
589,Verasity VRA,$0.0028,$28.04 M,$285.96 M,,"XT.COM, ProBit, LATOKEN, BingX, BitMart"
589,KlimaDAO KLIMA,$2.72,$28.2 M,$28.28 M,Polygon,"Bitrue, Poloniex"
590,Gifto GFT,$0.027,$27.72 M,$28.08 M,"Ethereum, BNB Chain","Binance, OKX"
591,Travala.com AVA,$0.5229,$27.88 M,$34.13 M,,"CoinEx, HitBTC"
591,WigoSwap WIGO,$0.015,$26.7 M,$28.35 M,Fantom,
593,IDEX IDEX,$0.032,$27.69 M,$38.45 M,Polygon,
593,Polkastarter POLS,$0.2704,$26.88 M,$27.15 M,"Ethereum, Polygon, BNB Chain, Avalanche, Celo","Bitrue, Poloniex, Bitvavo, Bilaxy, CoinEx, HitBTC"
594,Polytrade TRADE,$0.7444,$27.92 M,$74.76 M,Polygon,CoinEx
594,district0x DNT,$0.036,$27.46 M,$37.58 M,,Upbit
596,Statter Network STT,$0.5474,$27.56 M,$54.74 M,,
596,Numbers Protocol NUM,$0.043,$27.98 M,$28.26 M,Avalanche,"Bitrue, CoinEx"
597,Carry CRE,$0.0027,$27.41 M,$27.41 M,,
598,Shapeshift FOX,$0.044,$27.14 M,$43.8 M,"Ethereum, Avalanche",
599,GoGoPool GGP,$4.66,$27.45 M,$89.44 M,Avalanche,
599,SIDUS HEROES SIDUS,$0.0024,$26.93 M,$53.76 M,Ethereum,
602,CEEK VR CEEK,$0.03,$26.79 M,$30.43 M,"Ethereum, BNB Chain","XT.COM, ProBit, LATOKEN, BingX, BitMart, FameEX, CoinEx, HitBTC"
604,Neon NEON,$0.458,$26.45 M,$468.72 M,Solana,Coinbase
604,HOPR HOPR,$0.058,$26.85 M,$28.31 M,,"MEXC, Gate.io, LATOKEN, BingX, AscendEX, Bilaxy, CoinEx"
605,Tau AGRS,$1.43,$25.77 M,$73.83 M,,
607,Bella Protocol BEL,$0.438,$26.07 M,$44.66 M,Ethereum,
608,Reef REEF,$0.0011,$26.09 M,$26.65 M,Polkadot,
609,Star Atlas ATLAS,$0.0015,$25.76 M,$57.6 M,Solana,"Raydium, Orca, Jupiter, XT.COM"
610,IRISnet IRIS,$0.016,$26.27 M,$31.89 M,Cosmos,"Tokocrypto, CoinEx"
610,NULS NULS,$0.2349,$25.7 M,$30.89 M,,"Binance, OKX, HTX"
611,Mode MODE,$0.019,$25.79 M,$198.49 M,Ethereum,
612,Apeiron APRS,$0.2505,$25.74 M,$246.53 M,Ronin,
613,AirDAO AMB,$0.009,$25.5 M,$52.81 M,,HitBTC
614,Clore.AI CLORE,$0.063,$24.76 M,$32.53 M,,
615,PolySwarm NCT,$0.014,$25.22 M,$27.65 M,,
616,Unifi Protocol UNFI,$3.16,$24.92 M,$32.88 M,"Ethereum, Polygon, BNB Chain, Avalanche, Fantom, Harmony, IoTeX, Tron, BitTorrent",
616,Sentinel Protocol UPP,$0.049,$24.73 M,$25.31 M,,Upbit
617,SingularityDAO SDAO,$0.2737,$24.93 M,$27.58 M,"Ethereum, BNB Chain",
619,Biswap BSW,$0.049,$24.52 M,$28.58 M,BNB Chain,"Binance, LATOKEN, LBank, BingX, Bitrue, Tokocrypto, CoinEx, HitBTC, BTSE"
619,Harvest Finance FARM,$36.78,$24.71 M,$25.66 M,"Ethereum, Polygon, Arbitrum","SushiSwap, LATOKEN, CoinEx"
620,Stratos Network STOS,$0.3838,$24.67 M,$38.26 M,,"MEXC, Gate.io"
622,BottoDAO BOTTO,$0.5648,$24.33 M,$62.3 M,Ethereum,
623,ZTX ZTX,$0.0069,$24.02 M,$70.36 M,Arbitrum,
624,Ice ICE,$0.0036,$24.02 M,$76.82 M,,"Bitrue, Poloniex"
625,Keep3r KP3R,$46.37,$23.74 M,$23.92 M,Ethereum,"Binance, OKX, Bitrue, Poloniex, Tokocrypto, CoinEx"
626,Iagon IAG,$0.063,$23.82 M,$63.34 M,Cardano,Bitrue
627,Mossland MOC,$0.056,$23.59 M,$28.35 M,,
628,Mango MNGO,$0.018,$23.47 M,$90.45 M,Solana,
629,GAMEE GMEE,$0.019,$23.3 M,$61.35 M,Polygon,
630,Streamr DATA,$0.03,$23.28 M,$30.99 M,,KuCoin
631,Blendr Network BLENDR,$0.5722,$23.16 M,$30.63 M,Ethereum,
632,QuickSwap QUICK,$0.032,$23.1 M,$32.38 M,"Polygon, Polygon zkEVM, Manta, X Layer","HTX, Bitget, KuCoin, MEXC, Crypto.com, Gate.io, Phemex, Tokocrypto, CoinEx"
633,Redacted BTRFLY,$245.95,$22.68 M,$24.47 M,Ethereum,
634,Zero1 DEAI,$0.2462,$22.45 M,$246.2 M,Ethereum,
634,Koinos KOIN,$0.271,$22.65 M,$22.69 M,,Coinstore
636,GEODNET GEOD,$0.1546,$22.65 M,$153.86 M,,
637,Voxie Tactics VOXEL,$0.1197,$22.32 M,$36.36 M,Polygon,"Phemex, AscendEX, Bitrue, Poloniex, Tokocrypto, CoinEx"
637,MUX Protocol MCB,$5.92,$22.51 M,$28.73 M,"BNB Chain, Avalanche, Arbitrum, Optimism, Fantom, ZkSync, (testnet), Scroll, (testnet)",
638,Ancient8 A8,$0.1139,$22.2 M,$114.42 M,,"Poloniex, Bilaxy, CoinEx"
639,OX.FUN OX,$0.0057,$22.56 M,$24.72 M,,"Raydium, Jupiter, BingX"
640,Cere Network CERE,$0.0033,$22.37 M,$34.64 M,,"HTX, KuCoin, MEXC, Gate.io, XT.COM"
640,Jackal Protocol JKL,$0.2082,$22.46 M,$31.71 M,Cosmos,
643,Measurable Data Token MDT,$0.036,$22.26 M,$37.39 M,,
644,Kondux KNDX,$0.039,$22.11 M,$50.87 M,,
646,AxonDAO AXGT,$0.1272,$21.86 M,$156.4 M,,
646,Tokocrypto TKO,$0.2919,$21.89 M,$145.63 M,,"MEXC, Gate.io, XT.COM, Phemex, Bitrue, Tokocrypto, CoinEx"
647,ParaSwap PSP,$0.017,$21.62 M,$31.01 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, Fantom",
648,Layer3 L3,$0.056,$21.05 M,$187.63 M,"Ethereum, Polygon, Solana, Avalanche, Arbitrum, Optimism, Base, ZkSync, Gnosis Chain, Aurora, Polygon zkEVM, Mantle","AscendEX, Bitrue, Bilaxy, CoinEx"
648,MultiBit MUBI,$0.022,$21.51 M,$23.91 M,"Bitcoin, Ethereum, Polygon, BNB Chain","LATOKEN, LBank, BingX, BitMart"
649,Propchain PROPC,$1.16,$21.57 M,$99 M,Ethereum,
650,Truflation TRUF,$0.1415,$21.51 M,$147 M,,
651,Blockasset BLOCK,$0.079,$21.36 M,$25.6 M,Solana,
652,KILT Protocol KILT,$0.1507,$21.01 M,$24.74 M,Polkadot,
654,UniLend UFT,$0.2111,$21.19 M,$21.49 M,"Ethereum, Polygon, BNB Chain",
655,Oort OORT,$0.129,$21.17 M,$259.56 M,,
656,iMe Lab LIME,$0.048,$21.16 M,$61.85 M,"Ethereum, Polygon, BNB Chain","AscendEX, Poloniex, Coinstore"
657,Proton XPR,$0.0008,$21.12 M,$23.49 M,,"Bitrue, CoinEx, HitBTC"
658,CyberDEX CYDX,$0.052,$20.97 M,$58.81 M,Optimism,
659,DeFiChain DFI,$0.025,$20.96 M,$30.3 M,,
660,Azuro AZUR,$0.1307,$21.15 M,$130.76 M,"Polygon, BNB Chain, Gnosis Chain, Linea, (soon)","MEXC, Gate.io, Uniswap, CoinEx"
661,XCAD Network XCAD,$0.3923,$20.92 M,$78.1 M,"BNB Chain, Zilliqa",
662,HairDAO HAIR,$32.29,$20.89 M,$60.85 M,,
664,Alpha Quark AQT,$0.7738,$20.93 M,$23.42 M,BNB Chain,
664,SafeMoon SAFEMOON,$0.000037,$20.86 M,$22.96 M,BNB Chain,
665,Pandora PANDORA,"$2,066.58",$20.69 M,$24.2 M,Ethereum,"Gate.io, XT.COM, LBank, BingX, BitMart"
666,SideShift XAI,$0.15,$20.55 M,$31.47 M,,
667,MON Protocol MON,$0.178,$20.51 M,$178.03 M,,"Phemex, Coinone, CoinEx, BTSE"
668,ResearchHub RSC,$0.2151,$20.67 M,$216.44 M,,
669,Gamer Arena GAU,$0.072,$20.34 M,$44.64 M,Avalanche,
670,AdEx ADX,$0.1411,$20.33 M,$21.49 M,,CoinEx
671,Hegic HEGIC,$0.018,$20.29 M,$20.3 M,"Ethereum, Arbitrum",
672,Parcl PRCL,$0.1649,$20.23 M,$164.94 M,Solana,
673,Quantcheck QTK,$0.1909,$20.15 M,$69.47 M,,
674,AIT Protocol AIT,$0.092,$20.05 M,$39.88 M,,"FameEX, CoinEx"
675,Stader SD,$0.4781,$19.98 M,$58.85 M,"Ethereum, Polygon, BNB Chain, Near, Fantom, Hedera, Terra Classic",
676,Rarible RARI,$1.71,$19.88 M,$42.75 M,"Ethereum, Polygon, Immutable X, Flow, Tezos, Mantle, Chiliz, Mantle, (soon)","SushiSwap, Bilaxy, CoinEx"
677,TokenPocket TPT,$0.0057,$19.78 M,$19.77 M,,
678,Cratos CRTS,$0.00032,$19.73 M,$32.72 M,,
679,Nine Chronicles WNCG,$0.054,$19.6 M,$54.19 M,,"MEXC, Gate.io"
680,APX Finance APX,$0.045,$19.62 M,$181.65 M,"Ethereum, BNB Chain, Arbitrum, Base, ZkSync, Manta, opBNB",
681,Sentinel DVPN,$0.001,$19.43 M,$29.19 M,Cosmos,AscendEX
682,Stargaze STARS,$0.0074,$19.05 M,$22.37 M,Cosmos,CoinEx
683,Extra Finance EXTRA,$0.083,$19.2 M,$78.22 M,Optimism,
684,HYTOPIA TOPIA,$0.019,$19.17 M,$123.65 M,Ethereum,Bilaxy
684,Manifold Finance FOLD,$10.42,$19.15 M,$20.95 M,Ethereum,CoinEx
685,MXC MXC,$0.0078,$19.01 M,$21.04 M,,HitBTC
686,Planet Mojo MOJO,$0.025,$19.06 M,$25.46 M,"Ethereum, Polygon",
687,Games for a Living GFAL,$0.012,$19.06 M,$135.37 M,,
690,Minswap MINOMICS,$0.015,$18.78 M,$54.22 M,Cardano,CoinEx
691,dForce DF,$0.026,$18.82 M,$27.38 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, ZkSync, Linea, Conflux, Kava",HTX
692,Aurory AURY,$0.3075,$18.98 M,$30.77 M,"Ethereum, Solana, Arbitrum",CoinEx
694,BarnBridge BOND,$1.92,$18.73 M,$19.87 M,"Ethereum, Arbitrum",
695,ZERO ZERO,$0.012,$18.76 M,$142.92 M,Ethereum,MEXC
695,Kwenta KWENTA,$35.3,$18.79 M,$28.14 M,"Arbitrum, Optimism",CoinEx
696,Thala THL,$0.4363,$18.75 M,$43.62 M,Aptos,CoinEx
697,PAID Network PAID,$0.06,$18.68 M,$36.42 M,"Ethereum, Polkadot","LATOKEN, BingX"
698,Archway ARCH,$0.039,$18.56 M,$44.57 M,Cosmos,Osmosis
699,Atlas Navi NAVI,$0.1149,$18.58 M,$42.13 M,Ethereum,
700,Taraxa TARA,$0.0042,$18.38 M,$54.12 M,,KuCoin
700,Decentral Games DG,$0.02,$18.67 M,$18.67 M,"Ethereum, Polygon",
701,Tranchess CHESS,$0.1101,$18.26 M,$33.59 M,BNB Chain,"Phemex, Bitrue, Tokocrypto"
702,ONBUFF ONIT,$0.023,$18.21 M,$19.76 M,Ethereum,
703,Mars Protocol MARS,$0.043,$18.08 M,$30.67 M,"Osmosis, Terra Classic",Osmosis
704,zkLink ZKL,$0.1301,$17.74 M,$130.1 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, StarkNet, ZkSync, Linea, Polygon zkEVM, Manta, opBNB",
705,zKML ZKML,$0.1871,$18.03 M,$28.37 M,Ethereum,
706,Wing Finance WING,$4.05,$18.07 M,$31.21 M,"Ethereum, BNB Chain, OKC, Ontology","Bitget, MEXC, Gate.io, CoinEx"
707,Kleros PNK,$0.024,$17.93 M,$19.59 M,"Ethereum, Gnosis Chain",
709,Hatom HTM,$0.4955,$17.86 M,$56.51 M,MultiversX,
710,Morpheus.Network MNW,$0.4785,$17.88 M,$22.85 M,,Bilaxy
710,Aventus Network AVT,$1.89,$17.52 M,$19.92 M,Ethereum,
711,KYVE KYVE,$0.027,$17.49 M,$30.7 M,,
712,Swarm BZZ,$0.2765,$17.46 M,$17.4 M,Gnosis Chain,
713,STON.fi STON,$10.09,$17.03 M,$1.13 B,TON,
714,Fideum FI,$0.0043,$17.51 M,$17.51 M,,
715,Tectonic TONIC,$0.000000067,$17.19 M,$35.42 M,Cronos,
716,Metahero HERO,$0.0021,$17.18 M,$21.46 M,BNB Chain,CoinEx
717,League of Kingdoms LOKA,$0.149,$17.13 M,$31.76 M,Polygon,
719,FMCPAY FMC,$0.00065,$16.95 M,$86.56 M,,
719,Nimiq NIM,$0.0013,$16.95 M,$17.53 M,,"AscendEX, CoinEx"
720,BitMEX BMEX,$0.1679,$16.75 M,$75.28 M,,
721,ELYSIA EL,$0.0041,$16.74 M,$29.22 M,"Ethereum, BNB Chain",
722,Entangle NGL,$0.1518,$16.67 M,$151.82 M,"Ethereum, BNB Chain, Avalanche, Arbitrum",
723,PIVX PIVX,$0.1925,$16.39 M,$18.65 M,,CoinEx
724,Avalaunch XAVA,$0.4317,$16.32 M,$43.44 M,Avalanche,CoinEx
726,Hydration HDX,$0.0061,$16.34 M,$27.36 M,Polkadot,
726,Parsiq PRQ,$0.062,$16.22 M,$19.48 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Metis, opBNB","CoinEx, BTSE"
727,Astroport ASTRO,$0.038,$16.33 M,$41.78 M,"Sei Network, Terra 2.0, Neutron, Injective",CoinEx
728,Pintu PTU,$0.2123,$15.89 M,$63.97 M,,
729,BBS Network BBS,$0.027,$15.2 M,$27.77 M,,CoinEx
731,LACHAIN LA,$0.041,$15.83 M,$41.66 M,"Avalanche, Fantom",
731,Cetus CETUS,$0.048,$15.63 M,$24.45 M,"Aptos, Sui","MEXC, Gate.io, Cetus, XT.COM, BingX, BitMart, CoinEx, BTSE"
732,Natix Network NATIX,$0.00097,$15.79 M,$118.29 M,,"Raydium, Jupiter"
732,Dero DERO,$1.25,$15.82 M,$22.98 M,,CoinEx
733,Catgirl CATGIRL,$0.00000000044,$15.71 M,$44.4 M,BNB Chain,
733,Inverse Finance INV,$28.12,$15.88 M,$17.35 M,Ethereum,CoinEx
735,FIO FIO,$0.019,$15.3 M,$19.48 M,,"Binance, HTX, MEXC, Gate.io, BingX, AscendEX, Bitrue, Tokocrypto, CoinEx"
735,tomi TOMI,$0.1081,$15.39 M,$17.91 M,,CoinEx
738,Firo FIRO,$1.07,$15.1 M,$23.49 M,,"Binance, XT.COM, LATOKEN, BitMart, Tokocrypto"
739,GraphLinq Chain GLQ,$0.044,$15.03 M,$28.82 M,,"Bilaxy, CoinEx"
740,ivendPay IVPAY,$0.018,$15.01 M,$18.35 M,,
741,ZKFair ZKF,$0.0014,$14.95 M,$15.09 M,Ethereum,CoinEx
742,HyperGPT HGPT,$0.027,$15.04 M,$27.96 M,,CoinEx
743,xExchange MEX,$0.0000035,$14.87 M,$28.61 M,MultiversX,
745,Unite TAKI,$0.012,$14.82 M,$38.07 M,,"Gate.io, Orca, Jupiter, CoinEx"
745,Alpaca Finance ALPACA,$0.098,$14.87 M,$14.93 M,"BNB Chain, Fantom",
746,Shuffle SHFL,$0.2022,$14.79 M,$202.22 M,Ethereum,
747,Newscrypto NWC,$0.086,$14.64 M,$22.89 M,,
748,Kryll KRL,$0.4011,$14.69 M,$21 M,,"XT.COM, LATOKEN"
749,Mintlayer ML,$0.1067,$14.64 M,$42.73 M,,
750,Nexa NEXA,$0.0000024,$14.46 M,$15.93 M,,"BingX, BitMart"
751,Neiro NEIRO,$0.013,$13.99 M,$61.02 M,Solana,
752,BreederDAO BREED,$0.024,$14.45 M,$22.24 M,,Gate.io
753,Velas VLX,$0.0055,$14.52 M,$15.17 M,,
754,Everclear NEXT,$0.1347,$14.43 M,$137.34 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, Linea, Fantom, Gnosis Chain, Boba, Harmony, Cronos, Fuse, Evmos, Moonriver, Moonbeam, Milkomeda","MEXC, Gate.io"
755,AirSwap / Fluidity AST,$0.07,$14.4 M,$36.45 M,"Ethereum, Linea, (testnet)",
756,SEDA FLX,$0.053,$14.34 M,$54.1 M,"Polygon, BNB Chain, Avalanche, Optimism, Near, Aurora, Solana, (soon), Metis, (soon), Evmos, (soon)",
757,VIDT DAO VIDT,$0.017,$14.29 M,$19.85 M,,
758,Mazze MAZZE,$0.0054,$14.28 M,$32.36 M,,
759,Blocksquare BST,$0.2749,$14.26 M,$16.93 M,,
760,WiFi Map WIFI,$0.046,$14.17 M,$46.38 M,,
762,Altura ALU,$0.019,$14.08 M,$22.71 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Fantom","Bilaxy, CoinEx"
762,Cryptex Finance CTX,$2.14,$14.22 M,$21.35 M,"Ethereum, Arbitrum",
763,Troy TROY,$0.0014,$14.07 M,$14.35 M,,"LATOKEN, Bilaxy"
764,Vara VARA,$0.026,$13.98 M,$261.29 M,,
765,Step Finance STEP,$0.042,$14.09 M,$23.92 M,Solana,
766,Pluton PLU,$2.31,$14.08 M,$46.63 M,,AscendEX
767,Dmail DMAIL,$0.2807,$13.9 M,$56.95 M,"Ethereum, BNB Chain, Conflux, Internet Computer","Coinone, Bitrue, CoinEx"
768,Katana Inu KATA,$0.0005,$13.84 M,$25.19 M,Ethereum,Coinstore
768,Shido SHIDO,$0.00076,$13.87 M,$15.52 M,Cosmos,
769,Camelot GRAIL,$777.3,$13.85 M,$58.56 M,Arbitrum,CoinEx
770,Veno Finance VNO,$0.028,$13.92 M,$53.1 M,"ZkSync, Cronos",
772,BiLira TRYB,$0.029,$13.81 M,$13.81 M,,
773,ParagonsDAO PDT,$0.1106,$13.76 M,$18.11 M,Ethereum,
774,ICHI ICHI,$1.57,$13.64 M,$15.83 M,Ethereum,
776,Cakepie CKP,$4.97,$13.5 M,$58.57 M,"Ethereum, BNB Chain, Arbitrum",XT.COM
777,KardiaChain KAI,$0.0028,$13.62 M,$14.26 M,,"LATOKEN, Coinone"
778,FON Chain FON,$1.08,$13.42 M,$25.02 M,,
778,UFO Gaming UFO,$0.00000051,$13.35 M,$13.52 M,"Polygon, (soon)","Bitrue, Bilaxy"
780,Rangers Protocol RPG,$1.44,$13.43 M,$30.2 M,"Ethereum, BNB Chain",
780,Vite VITE,$0.012,$13.24 M,$13.34 M,,CoinEx
781,Stake DAO SDT,$0.2312,$13.22 M,$14.9 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Harmony",SushiSwap
783,Rowan Energy RWN,$0.066,$12.93 M,$47.4 M,,
785,Bitcoin Diamond BCD,$0.067,$12.9 M,$14.4 M,,"Gate.io, HitBTC"
785,Solanium SLIM,$0.132,$12.79 M,$13.2 M,Solana,"Raydium, Orca, Jupiter, LATOKEN, BingX"
786,BADMAD ROBOTS METAL,$0.017,$12.9 M,$49.28 M,BNB Chain,CoinEx
786,nuco.cloud NCDT,$0.3809,$12.78 M,$22.02 M,,
787,Silo Protocol SILO,$0.038,$12.75 M,$38.83 M,"Ethereum, Arbitrum",
788,FluxBeam FLUXB,$0.04,$12.66 M,$26.32 M,Solana,
789,Sipher SIPHER,$0.1313,$12.64 M,$16.38 M,,CoinEx
789,Poolz Finance POOLX,$2.53,$12.66 M,$13.89 M,"Ethereum, Polygon, Avalanche, Near, Harmony, Fuse, TomoChain, HECO, Nervos, TON",CoinEx
791,Ambire Wallet WALLET,$0.02,$12.64 M,$13.41 M,,
792,Carbify CBY,$1.28,$12.42 M,$67.31 M,Polygon,AscendEX
793,Chrono.tech TIME,$17.64,$12.51 M,$12.62 M,"Ethereum, Polygon, BNB Chain","Coinbase, CoinEx"
794,RocketX RVF,$0.1284,$12.39 M,$12.73 M,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Arbitrum, Optimism, Base, ZkSync, Linea, Aptos, Fantom, Gnosis Chain, Boba, Aurora, Cronos, Metis, Fuse, Telos, Klaytn, THORChain, Polygon zkEVM, Sui, Sei Network, Juno, Umee, Evmos, Regen, Osmosis, Kava, Moonbeam, Stacks, Injective, Secret Network, Comdex, KCC, Mantle, OKC, Fetch.ai, REI Network, RSK, Cube, opBNB, Core DAO, Ethereum Classic, EthereumPoW, Theta, Stargaze",
795,Hydro Protocol HDRO,$0.076,$12.44 M,$94.71 M,Injective,
796,Serum SRM,$0.032,$12.32 M,$40.9 M,Solana,"MEXC, Gate.io"
797,Kava Lend HARD,$0.089,$12.14 M,$18.39 M,Kava,CoinEx
798,PowerPool CVP,$0.3678,$11.91 M,$39.8 M,"Ethereum, BNB Chain","Bitrue, Poloniex, Tokocrypto, CoinEx, HitBTC"
799,Vectorspace AI VXV,$0.3202,$12.18 M,$16.05 M,,
800,Thales THALES,$0.2165,$12.17 M,$20.86 M,"Ethereum, Polygon, Arbitrum, Optimism, opBNB, (soon)",Camelot
801,Sperax SPA,$0.0071,$12.11 M,$34.35 M,Arbitrum,
803,QORPO World QORPO,$0.1672,$12.05 M,$147.68 M,,Bilaxy
803,Scallop SCLP,$0.1535,$12.11 M,$15.36 M,,
805,Crust Network CRU,$0.4911,$12.04 M,$16.42 M,Polkadot,Coinone
806,Cronos ID CROID,$0.077,$12.08 M,$77.14 M,Cronos,Crypto.com
806,Ooki Protocol OOKI,$0.0013,$11.84 M,$12.47 M,"Ethereum, Polygon, BNB Chain, Optimism",
807,QnA3.AI GPT,$0.082,$11.98 M,$86.12 M,"Solana, opBNB",
808,Credefi CREDI,$0.015,$11.99 M,$15.27 M,Ethereum,"KuCoin, Gate.io, BingX, BitMart, Coinstore"
810,Ctrl XDEFI,$0.087,$11.72 M,$21.58 M,,"HTX, KuCoin"
810,Omnity Network OCT,$0.1497,$11.8 M,$14.94 M,,"MEXC, Gate.io, CoinEx"
811,TrustSwap SWAP,$0.1176,$11.78 M,$11.78 M,"Ethereum, Polygon, BNB Chain, Avalanche, Conflux",
812,Vega Protocol VEGA,$0.1884,$11.72 M,$12.37 M,Cosmos,
813,Saito SAITO,$0.0054,$11.68 M,$16.47 M,,
814,UNCX Network UNCX,$322.01,$11.67 M,$15.43 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Gnosis Chain",
815,Wirex WXT,$0.005,$11.58 M,$51.86 M,,
816,XANA XETA,$0.0043,$11.55 M,$21.43 M,Ethereum,CoinEx
817,Peercoin PPC,$0.3967,$11.52 M,$13.35 M,,MEXC
818,Blackfort Network BXN,$0.0025,$11.52 M,$128.32 M,,LBank
819,DFI.Money YFII,$290.04,$11.57 M,$11.59 M,"Ethereum, BNB Chain, HECO",HitBTC
820,Friend.tech FRIEND,$0.1209,$11.44 M,$11.21 M,Base,
821,DeepBrainChain DBC,$0.0021,$11.43 M,$21.06 M,,
822,Viberate VIB,$0.062,$11.44 M,$12.69 M,,
823,HELLO Labs HELLO,$0.021,$11.41 M,$24.52 M,,
824,Fluence FLT,$0.2262,$11.31 M,$233.11 M,"Ethereum, Solana, Flow",
825,Evmos / Tharsis Labs EVMOS,$0.022,$11.23 M,$22.99 M,Cosmos,
825,Synesis One SNS,$0.02,$10.85 M,$21.79 M,Solana,CoinEx
826,Farcana FAR,$0.013,$11.32 M,$70.75 M,Polygon,
828,Aeternity AE,$0.026,$11.12 M,$14.06 M,,
829,Nodle NODL,$0.0029,$10.97 M,$25.59 M,ZkSync,"HTX, Kraken, MEXC, Gate.io"
829,Only1 LIKE,$0.032,$11.08 M,$16.5 M,Solana,AscendEX
830,Hxro Network HXRO,$0.017,$11.07 M,$18.39 M,Solana,
831,Silly Dragon SILLY,$0.011,$11.03 M,$14.33 M,Solana,
832,HAQQ Network ISLM,$0.054,$10.97 M,$1.08 B,,"MEXC, Osmosis, XT.COM, LBank"
834,DexCheck DCK,$0.032,$10.92 M,$30.95 M,,"XT.COM, LBank, BingX, BitMart"
835,BurgerSwap BURGER,$0.3257,$10.84 M,$18.87 M,"Ethereum, Polygon, BNB Chain, Solana, Arbitrum, Fantom, Gnosis Chain, HECO",
836,Mystiko Network XZK,$0.032,$10.88 M,$33.87 M,"Ethereum, Polygon, BNB Chain, Avalanche, Base",Poloniex
837,Shyft Network SHFT,$0.0049,$10.88 M,$12.46 M,"Ethereum, Polkadot",Gate.io
838,MixMarvel MIX,$0.0013,$10.79 M,$14.31 M,,
839,Galileo Protocol LEOX,$0.4069,$10.68 M,$23.62 M,Ethereum,
840,Ton Fish FISH,$0.000000034,$10.52 M,$16.04 M,,
841,enqAI ENQAI,$0.01,$10.58 M,$15.71 M,,"Bilaxy, CoinEx"
842,Lumerin LMR,$0.017,$10.61 M,$17.95 M,Arbitrum,
843,Bolide BLID,$0.0014,$10.55 M,$51.4 M,"Ethereum, Polygon, BNB Chain",
844,Arkadiko Finance DIKO,$0.1386,$10.54 M,$13.87 M,Stacks,
845,Ordiswap ORDS,$0.014,$10.41 M,$16.82 M,,
846,Ta-da TADA,$0.059,$10.37 M,$66.24 M,MultiversX,
847,Ternoa CAPS,$0.0064,$10.52 M,$16.08 M,,"AscendEX, CoinEx, HitBTC"
848,Nyan Heroes NYAN,$0.101,$10.2 M,$101 M,Solana,"HTX, Bitget, Bybit, MEXC, Crypto.com, Gate.io, Jupiter, XT.COM, BitMart, CoinEx"
849,StakeWise SWISE,$0.022,$10.29 M,$22.67 M,"Ethereum, Gnosis Chain",
850,OPEN OPN,$0.00077,$10.21 M,$10.82 M,"Polygon, Solana",
851,Colony CLY,$0.094,$10.18 M,$14.74 M,Avalanche,CoinEx
852,Elixir Games ELIX,$0.046,$10 M,$70.48 M,Solana,
853,NeurAI XNA,$0.00077,$10.02 M,$11.65 M,,CoinEx
854,Prosper PROS,$0.3065,$9.99 M,$30.9 M,BNB Chain,
855,Scallop SCA,$0.2504,$9.94 M,$62.62 M,Sui,"Coinone, Poloniex"
856,RabbitX RBX,$0.018,$9.99 M,$18.66 M,StarkNet,"MEXC, Poloniex"
857,Domani Protocol DEXTF,$0.1494,$9.85 M,$15 M,Ethereum,
859,Floor Protocol FLC,$0.0046,$9.85 M,$114.49 M,Ethereum,
859,BytomDAO BTM,$0.0054,$9.86 M,$14.62 M,,
859,Adshares ADS,$0.2529,$9.81 M,$9.81 M,,
