Name,Tag,Ecology,Hyperlink
Journey,Tools、Task Platform,Gnosis Chain,https://www.rootdata.com/Projects/detail/Journey?k=ODI0MA%3D%3D
Settle Finance,DeFi、Lending,None,https://www.rootdata.com/Projects/detail/Settle%20Finance?k=ODIzOQ%3D%3D
XAIXAI,Infra、Gaming Solutions、Layer3,Arbitrum,https://www.rootdata.com/Projects/detail/XAI?k=ODIzNw%3D%3D
PearlPEARL,DeFi、DEX、Algorithmic Stablecoin,Polygon,https://www.rootdata.com/Projects/detail/Pearl?k=ODIzNA%3D%3D
BoomFi,Payments,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/BoomFi?k=ODIxMg%3D%3D
RootROOT,DeFi、Layerzero Ecosystem,Ethereum,https://www.rootdata.com/Projects/detail/Root?k=ODE3OA%3D%3D
Dazzle AI,Creator Economy、AI,None,https://www.rootdata.com/Projects/detail/Dazzle%20AI?k=ODE3Nw%3D%3D
PenpiePNP,DeFi、Yield optimizer,"Ethereum, BNB Chain, Arbitrum",https://www.rootdata.com/Projects/detail/Penpie?k=ODE3Mw%3D%3D
f(x),DeFi、Derivatives,Ethereum,https://www.rootdata.com/Projects/detail/f(x)?k=ODE2Ng%3D%3D
BlockBiller,Tools,None,https://www.rootdata.com/Projects/detail/BlockBiller?k=ODE2Mg%3D%3D
Dew Drops,NFT、NFT marketplace,None,https://www.rootdata.com/Projects/detail/Dew%20Drops?k=ODE2MA%3D%3D
AsymetrixASX,DeFi、LSD,Ethereum,https://www.rootdata.com/Projects/detail/Asymetrix?k=ODE1Mw%3D%3D
Catinabox Finance,DeFi、LSD,Ethereum,https://www.rootdata.com/Projects/detail/Catinabox%20Finance?k=ODE1Mg%3D%3D
RaftRAFT,DeFi、LSD,Ethereum,https://www.rootdata.com/Projects/detail/Raft?k=ODE1MA%3D%3D
SafeBay,DeFi、Asset Management,Algorand,https://www.rootdata.com/Projects/detail/SafeBay?k=ODE0NA%3D%3D
DeCheck,Security Solutions,BNB Chain,https://www.rootdata.com/Projects/detail/DeCheck?k=ODE0Mg%3D%3D
Metavisor,DeFi、Yield aggregator,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Metavisor?k=ODEzOQ%3D%3D
Volcano Energy,Mining industry,None,https://www.rootdata.com/Projects/detail/Volcano%20Energy?k=ODEzNg%3D%3D
EquilibriaEQB,DeFi、Yield optimizer,"Ethereum, BNB Chain, Arbitrum",https://www.rootdata.com/Projects/detail/Equilibria?k=ODExMg%3D%3D
Skate,Infra,None,https://www.rootdata.com/Projects/detail/Skate?k=ODEwNw%3D%3D
Quick IntelQUICKI,User Security、Security Solutions,Arbitrum,https://www.rootdata.com/Projects/detail/Quick%20Intel?k=ODA5Ng%3D%3D
DMission Zone,Tools、Task Platform,BNB Chain,https://www.rootdata.com/Projects/detail/DMission%20Zone?k=ODA5NQ%3D%3D
Fibonacci Finance,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/Fibonacci%20Finance?k=ODA5Mw%3D%3D
Athena FinanceATH,DeFi、Yield optimizer,Metis,https://www.rootdata.com/Projects/detail/Athena%20Finance?k=ODA4OQ%3D%3D
Cyfrin,Security Solutions、Security Audit,None,https://www.rootdata.com/Projects/detail/Cyfrin?k=ODA4Nw%3D%3D
Strobe,Infra、zk,Sei Network,https://www.rootdata.com/Projects/detail/Strobe?k=ODA4Mw%3D%3D
Sparrowswap,DeFi、DEX,Sei Network,https://www.rootdata.com/Projects/detail/Sparrowswap?k=ODA4Mg%3D%3D
Simba,DeFi、DEX、OrderBook DEX,Sei Network,https://www.rootdata.com/Projects/detail/Simba?k=ODA3OQ%3D%3D
Fuzio Network,DeFi、DEX、Launchpad,Sei Network,https://www.rootdata.com/Projects/detail/Fuzio%20Network?k=ODA3NA%3D%3D
Prisma FinancePRISMA,DeFi、Stablecoin Protocol,Ethereum,https://www.rootdata.com/Projects/detail/Prisma%20Finance?k=ODA2NA%3D%3D
Albus Protocol,On-Chain Compliance Solutions,Solana,https://www.rootdata.com/Projects/detail/Albus%20Protocol?k=ODA2MA%3D%3D
Boxed,NFT,Polygon,https://www.rootdata.com/Projects/detail/Boxed?k=ODAzOA%3D%3D
Aark Digital,DeFi、Derivatives、Perp,Arbitrum,https://www.rootdata.com/Projects/detail/Aark%20Digital?k=ODAzNw%3D%3D
TurtSatTURT,BRC-20、Ordinals、Grants Platform,Bitcoin,https://www.rootdata.com/Projects/detail/TurtSat?k=ODAzNg%3D%3D
Syndika,Crypto Consulting,None,https://www.rootdata.com/Projects/detail/Syndika?k=ODAzNA%3D%3D
Alive,Infra、AI,None,https://www.rootdata.com/Projects/detail/Alive?k=ODAxOQ%3D%3D
Kigo,Loyalty Platform,None,https://www.rootdata.com/Projects/detail/Kigo?k=ODAwMQ%3D%3D
NFPromptNFP,NFT、AI,"BNB Chain, opBNB",https://www.rootdata.com/Projects/detail/NFPrompt?k=Nzk5Mw%3D%3D
Kvants.ai,DeFi、 Onchain Fund,Polygon,https://www.rootdata.com/Projects/detail/Kvants.ai?k=Nzk4Mg%3D%3D
BTCDomain,Name Service、Bitcoin Ecosystem,None,https://www.rootdata.com/Projects/detail/BTCDomain?k=Nzk4MQ%3D%3D
Tenet ProtocolTENET,Infra、Layer1、LSD,Cosmos,https://www.rootdata.com/Projects/detail/Tenet%20Protocol?k=Nzk3OQ%3D%3D
Fair Protocol,DeFi、AI,None,https://www.rootdata.com/Projects/detail/Fair%20Protocol?k=Nzk2Ng%3D%3D
CutUp,Entertainment、Digital Fashion,None,https://www.rootdata.com/Projects/detail/CutUp?k=Nzk2Mg%3D%3D
Brevis,Infra、zk,"Ethereum, BNB Chain",https://www.rootdata.com/Projects/detail/Brevis?k=Nzk0NQ%3D%3D
IOGINALITY,NFT、NFT marketplace,None,https://www.rootdata.com/Projects/detail/IOGINALITY?k=Nzk0Mw%3D%3D
Tanssi Network,Infra、Appchain,Polkadot,https://www.rootdata.com/Projects/detail/Tanssi%20Network?k=NzkzMg%3D%3D
Extra FinanceEXTRA,DeFi、Yield aggregator、Leveraged Yield Farming,Optimism,https://www.rootdata.com/Projects/detail/Extra%20Finance?k=NzkyMQ%3D%3D
OrdinalsbotTRIO,BRC-20、Tools、Ordinals,Bitcoin,https://www.rootdata.com/Projects/detail/Ordinalsbot?k=NzkxMQ%3D%3D
Ordswap,BRC-20、Ordinals,Bitcoin,https://www.rootdata.com/Projects/detail/Ordswap?k=NzkxMA%3D%3D
OrdSpy,BRC-20、Tools、Market Data,None,https://www.rootdata.com/Projects/detail/OrdSpy?k=NzkwOQ%3D%3D
iDclub,BRC-20、Tools、Ordinals,Bitcoin,https://www.rootdata.com/Projects/detail/iDclub?k=NzkwNw%3D%3D
zkBridge,Infra、Cross-chain Bridge,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/zkBridge?k=Nzg5MA%3D%3D
CoinCatch,CeFi、CEX、Socia Trading,None,https://www.rootdata.com/Projects/detail/CoinCatch?k=Nzg4Nw%3D%3D
Quantura,Tools、Trading robot,None,https://www.rootdata.com/Projects/detail/Quantura?k=Nzg3Ng%3D%3D
Abax,DeFi、Lending,Aleph Zero,https://www.rootdata.com/Projects/detail/Abax?k=Nzg3MA%3D%3D
MUFEX,DeFi、Derivatives、Perp,"Polygon, Arbitrum",https://www.rootdata.com/Projects/detail/MUFEX?k=Nzg2OQ%3D%3D
CoinScan,Tools、Data & Analysis、Market Data,None,https://www.rootdata.com/Projects/detail/CoinScan?k=Nzg2Nw%3D%3D
CyberTune,Social、Creator Economy、Music,BNB Chain,https://www.rootdata.com/Projects/detail/CyberTune?k=Nzg2MQ%3D%3D
VycoLend,DeFi、Lending,None,https://www.rootdata.com/Projects/detail/VycoLend?k=Nzg1Nw%3D%3D
Owlto Finance,Cross-chain Bridge,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Owlto%20Finance?k=Nzg1NA%3D%3D
Mhaya,Gaming、Card Games,None,https://www.rootdata.com/Projects/detail/Mhaya?k=Nzg0Nw%3D%3D
Ordinals Wallet,NFT、NFT marketplace、Ordinals,Bitcoin,https://www.rootdata.com/Projects/detail/Ordinals%20Wallet?k=Nzg0Ng%3D%3D
BisoSwapBISO,DeFi、BRC-20、DEX、Ordinals、Bitcoin Ecosystem,None,https://www.rootdata.com/Projects/detail/BisoSwap?k=Nzg0MA%3D%3D
Canton Network,Infra、Enterprise Blockchain、Privacy,None,https://www.rootdata.com/Projects/detail/Canton%20Network?k=NzgyOA%3D%3D
ChronosCHR,DeFi、DEX,Arbitrum,https://www.rootdata.com/Projects/detail/Chronos?k=NzgyNA%3D%3D
Narratives,Tools、Data & Analysis,"Ethereum, BNB Chain, Arbitrum",https://www.rootdata.com/Projects/detail/Narratives?k=NzgyMg%3D%3D
Pacman Finance,DeFi、Yield aggregator,Arbitrum,https://www.rootdata.com/Projects/detail/Pacman%20Finance?k=NzgxMQ%3D%3D
Decommerce,Tools、Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Decommerce?k=NzgwNQ%3D%3D
Wovn,Creator Economy,None,https://www.rootdata.com/Projects/detail/Wovn?k=NzgwNA%3D%3D
Unispend,E-commerce,None,https://www.rootdata.com/Projects/detail/Unispend?k=Nzc5OA%3D%3D
TermiX,Tools,None,https://www.rootdata.com/Projects/detail/TermiX?k=Nzc5MQ%3D%3D
AviveAVIVE,Social、Infra,Arbitrum,https://www.rootdata.com/Projects/detail/Avive?k=Nzc4NQ%3D%3D
Daolize,Social,None,https://www.rootdata.com/Projects/detail/Daolize?k=Nzc3Nw%3D%3D
Spark Protocol,DeFi、Lending,"Ethereum, Gnosis Chain",https://www.rootdata.com/Projects/detail/Spark%20Protocol?k=Nzc3NQ%3D%3D
Swaprum FinanceSAPR,DeFi、DEX,Arbitrum,https://www.rootdata.com/Projects/detail/Swaprum%20Finance?k=Nzc2NA%3D%3D
Entender Finance,Tools、Tax & Accounting,None,https://www.rootdata.com/Projects/detail/Entender%20Finance?k=Nzc1Mw%3D%3D
Coral Finance,DeFi、Derivatives,"Ethereum, BEVM",https://www.rootdata.com/Projects/detail/Coral%20Finance?k=Nzc1MA%3D%3D
Highloop,Tools、CRM、Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Highloop?k=Nzc0OA%3D%3D
ShockwavesNEUROS,Gaming,None,https://www.rootdata.com/Projects/detail/Shockwaves?k=Nzc0Mg%3D%3D
DSpace,Gaming、AR,None,https://www.rootdata.com/Projects/detail/DSpace?k=NzcwOA%3D%3D
StarkExpress,Infra、Dev Platform,None,https://www.rootdata.com/Projects/detail/StarkExpress?k=NzY4MQ%3D%3D
Tikki,NFT、Loyalty Platform,None,https://www.rootdata.com/Projects/detail/Tikki?k=NzY3MQ%3D%3D
Sparkle,Gaming、Social、Lifestyle App,None,https://www.rootdata.com/Projects/detail/Sparkle?k=NzY1Mw%3D%3D
UXUY,BRC-20、NFT、Ordinals,"Bitcoin, Ethereum, Solana",https://www.rootdata.com/Projects/detail/UXUY?k=NzU4OQ%3D%3D
BeezFinance,Payments,None,https://www.rootdata.com/Projects/detail/BeezFinance?k=NzU1OA%3D%3D
30sec,Marketing Solutions,None,https://www.rootdata.com/Projects/detail/30sec?k=NzU1Mw%3D%3D
Cindex,DeFi、Derivatives、ETF,None,https://www.rootdata.com/Projects/detail/Cindex?k=NzUzNw%3D%3D
M^0,DeFi、Stablecoin Protocol,Ethereum,https://www.rootdata.com/Projects/detail/M%5E0?k=NzUyNA%3D%3D
Clasp,Social,None,https://www.rootdata.com/Projects/detail/Clasp?k=NzUxMw%3D%3D
Utila,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/Utila?k=NzUwMw%3D%3D
Stealcam,Social,Arbitrum,https://www.rootdata.com/Projects/detail/Stealcam?k=NzQ1NQ%3D%3D
KUMA ProtocolMIMO,DeFi、RWA,"Ethereum, Linea",https://www.rootdata.com/Projects/detail/KUMA%20Protocol?k=NzQ0Mg%3D%3D
Multibase,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/Multibase?k=NzQzOQ%3D%3D
LSDx FinanceLSD,DeFi、LSD,Ethereum,https://www.rootdata.com/Projects/detail/LSDx%20Finance?k=NzMyMw%3D%3D
Veta Finance,DeFi、Derivatives,Ethereum,https://www.rootdata.com/Projects/detail/Veta%20Finance?k=NzMxNw%3D%3D
Mauve,DeFi、DEX、RWA,Ethereum,https://www.rootdata.com/Projects/detail/Mauve?k=NzIzMQ%3D%3D
DeepBook,DeFi、DEX、OrderBook DEX,Sui,https://www.rootdata.com/Projects/detail/DeepBook?k=NzE3Nw%3D%3D
CoinBook,DeFi、DEX,None,https://www.rootdata.com/Projects/detail/CoinBook?k=NzE2Mg%3D%3D
Base,Infra、Layer2,Ethereum,https://www.rootdata.com/Projects/detail/Base?k=NzA1Ng%3D%3D
Ordinals,BRC-20、NFT、Ordinals、Bitcoin Ecosystem,Bitcoin,https://www.rootdata.com/Projects/detail/Ordinals?k=NDI4MA%3D%3D
Techub NEWS,Crypto Media,None,https://www.rootdata.com/Projects/detail/Techub%20NEWS?k=MzcxNA%3D%3D
Lens Clubs,Social、Lens Ecosystem,None,https://www.rootdata.com/Projects/detail/Lens%20Clubs?k=NDA3OA%3D%3D
PEPEPEPE,Meme,Ethereum,https://www.rootdata.com/Projects/detail/PEPE?k=NDE0Ng%3D%3D
Maincard,Gaming,TON,https://www.rootdata.com/Projects/detail/Maincard?k=MTM0MDg%3D
Metaforest Game,Gaming,Polygon,https://www.rootdata.com/Projects/detail/Metaforest%20Game?k=MTM0MDc%3D
NovaSwap,NFT、OTC,StarkNet,https://www.rootdata.com/Projects/detail/NovaSwap?k=MTM0MDM%3D
Protocol Guild,Grants Platform,None,https://www.rootdata.com/Projects/detail/Protocol%20Guild?k=MTMzOTI%3D
HakoiriHACK,Gaming,Solana,https://www.rootdata.com/Projects/detail/Hakoiri?k=MTMzODQ%3D
Dusa,DeFi、DEX,None,https://www.rootdata.com/Projects/detail/Dusa?k=MTMzODE%3D
Runbot,Tools、Trading robot,None,https://www.rootdata.com/Projects/detail/Runbot?k=MTMzNzI%3D
Financing Social Issues,Charity,None,https://www.rootdata.com/Projects/detail/Financing%20Social%20Issues?k=MTMzNTQ%3D
KiiChain,Infra、Layer1,Cosmos,https://www.rootdata.com/Projects/detail/KiiChain?k=MTMzNDk%3D
CryptoDo,Infra、Dev Platform,None,https://www.rootdata.com/Projects/detail/CryptoDo?k=MTMzMzk%3D
VitreusVTRS,Infra,Polkadot,https://www.rootdata.com/Projects/detail/Vitreus?k=MTMzMzA%3D
SendBlocks,Infra、Dev Platform、Blockchain API,None,https://www.rootdata.com/Projects/detail/SendBlocks?k=MTMzMjk%3D
OVERTAKE,Gaming、Game Platforms,None,https://www.rootdata.com/Projects/detail/OVERTAKE?k=MTMyOTA%3D
MetaArena,Gaming、Game Platforms,None,https://www.rootdata.com/Projects/detail/MetaArena?k=MTMyODk%3D
OnePiece Labs,Incubator,None,https://www.rootdata.com/Projects/detail/OnePiece%20Labs?k=MTMyODY%3D
Twin Protocol,AI,None,https://www.rootdata.com/Projects/detail/Twin%20Protocol?k=MTMyNzg%3D
Roam Network,Infra、DePIN,None,https://www.rootdata.com/Projects/detail/Roam%20Network?k=MTMyNTg%3D
Kult Games,Gaming、Game Platforms,None,https://www.rootdata.com/Projects/detail/Kult%20Games?k=MTMyMTU%3D
Pocket Space,Gaming,"Solana, Sui",https://www.rootdata.com/Projects/detail/Pocket%20Space?k=MTMxODY%3D
Juicer,DeFi,Solana,https://www.rootdata.com/Projects/detail/Juicer?k=MTMxNzc%3D
Medieus,Medical health,None,https://www.rootdata.com/Projects/detail/Medieus?k=MTMxNjg%3D
metawealth,RWA、Real Estate,Solana,https://www.rootdata.com/Projects/detail/metawealth?k=MTMxNDI%3D
Stage,Creator Economy、Music,None,https://www.rootdata.com/Projects/detail/Stage?k=MTMxMzU%3D
Jump.trade,NFT、NFT marketplace,None,https://www.rootdata.com/Projects/detail/Jump.trade?k=MTMxMjM%3D
Connecton VPN,Tools、VPN,TON,https://www.rootdata.com/Projects/detail/Connecton%20VPN?k=MTMxMjI%3D
PRIMALPRIMAL,Entertainment,None,https://www.rootdata.com/Projects/detail/PRIMAL?k=MTMxMjA%3D
tastycrypto,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/tastycrypto?k=MTMxMDY%3D
Statemind,Security Solutions、Security Audit,None,https://www.rootdata.com/Projects/detail/Statemind?k=MTMwOTQ%3D
AZERO.ID,Infra、DID、Name Service,Aleph Zero,https://www.rootdata.com/Projects/detail/AZERO.ID?k=MTMwODM%3D
Crypto: The Game,Gaming,Ethereum,https://www.rootdata.com/Projects/detail/Crypto:%20The%20Game?k=MTMwNzU%3D
VERSUS,Gaming、Game Platforms,ZkSync,https://www.rootdata.com/Projects/detail/VERSUS?k=MTMwNjA%3D
BoomBox Market,Creator Economy、Music,None,https://www.rootdata.com/Projects/detail/BoomBox%20Market?k=MTMwNTI%3D
Synx,Storage Application,None,https://www.rootdata.com/Projects/detail/Synx?k=MTMwNTE%3D
Cumulo,Staking Services,Cosmos,https://www.rootdata.com/Projects/detail/Cumulo?k=MTMwMjk%3D
Xally,AI Agents、AI,Bitcoin,https://www.rootdata.com/Projects/detail/Xally?k=MTMwMjM%3D
Common WealthWLTH,Fundraising Platform,None,https://www.rootdata.com/Projects/detail/Common%20Wealth?k=MTMwMDk%3D
Giganode,Tools,None,https://www.rootdata.com/Projects/detail/Giganode?k=MTMwMDc%3D
MultichainZ,Infra、Cross-Chain Communication,"Ethereum, Polygon, Avalanche",https://www.rootdata.com/Projects/detail/MultichainZ?k=MTI5OTk%3D
Plural,RWA、Environmental Solutions,None,https://www.rootdata.com/Projects/detail/Plural?k=MTI5ODc%3D
Altcoinist,Creator Economy,None,https://www.rootdata.com/Projects/detail/Altcoinist?k=MTI5NTE%3D
BunnyFi,DeFi、Cross-chain Bridge,"Ethereum, BNB Chain, Arbitrum",https://www.rootdata.com/Projects/detail/BunnyFi?k=MTI5NDQ%3D
Live4Well,Medical health,None,https://www.rootdata.com/Projects/detail/Live4Well?k=MTI5Mjk%3D
PolimecPLMC,Launchpad,Polkadot,https://www.rootdata.com/Projects/detail/Polimec?k=MTI5MjE%3D
Fedimint,Infra、Wallet,Bitcoin,https://www.rootdata.com/Projects/detail/Fedimint?k=MTI5MTM%3D
Meta Force,NFT,Polygon,https://www.rootdata.com/Projects/detail/Meta%20Force?k=MTI5MDc%3D
Vault-X Protocol,Infra,Solana,https://www.rootdata.com/Projects/detail/Vault-X%20Protocol?k=MTI5MDQ%3D
Ceto Swap,DeFi、DEX,Manta,https://www.rootdata.com/Projects/detail/Ceto%20Swap?k=MTI4OTQ%3D
Lucia Protocol,DeFi、Lending、Credit Lending,"Ethereum, Polygon",https://www.rootdata.com/Projects/detail/Lucia%20Protocol?k=MTI4OTA%3D
eTukTuk,Gaming,None,https://www.rootdata.com/Projects/detail/eTukTuk?k=MTI4ODE%3D
Lasso,Tools、Data & Analysis、AI,None,https://www.rootdata.com/Projects/detail/Lasso?k=MTI4NzQ%3D
deNodes,Staking Services、Node Validators,None,https://www.rootdata.com/Projects/detail/deNodes?k=MTI4NTY%3D
Chain Joes,NFT、NFT Collections,Solana,https://www.rootdata.com/Projects/detail/Chain%20Joes?k=MTI4MzI%3D
Netrunner,Tools、Tax & Accounting、Asset Dashboards,Solana,https://www.rootdata.com/Projects/detail/Netrunner?k=MTI4MjQ%3D
Lingo,DeFi、RWA,"Solana, Base",https://www.rootdata.com/Projects/detail/Lingo?k=MTI4MTQ%3D
Alienzone,DeFi,Arbitrum,https://www.rootdata.com/Projects/detail/Alienzone?k=MTI4MTM%3D
Thanefield Capital,CeFi、Quantitative Trading,None,https://www.rootdata.com/Projects/detail/Thanefield%20Capital?k=MTI4MDk%3D
Universal Phone,DePIN,None,https://www.rootdata.com/Projects/detail/Universal%20Phone?k=MTI4MDU%3D
vfat,DeFi、Asset Dashboards,"Ethereum, BNB Chain, Arbitrum",https://www.rootdata.com/Projects/detail/vfat?k=MTI3OTE%3D
Stakemind,Staking Services、Node Validators,None,https://www.rootdata.com/Projects/detail/Stakemind?k=MTI3Nzg%3D
Holepunch,Infra、Dev Platform,None,https://www.rootdata.com/Projects/detail/Holepunch?k=MTI3NTk%3D
MerokuAI,Tools、App Store、AI,None,https://www.rootdata.com/Projects/detail/MerokuAI?k=MTI3NTQ%3D
FantaGoal,Gaming、Ball Games,None,https://www.rootdata.com/Projects/detail/FantaGoal?k=MTI3NDg%3D
Numia,Infra、Dev Platform、Node Service,Cosmos,https://www.rootdata.com/Projects/detail/Numia?k=MTI3NDc%3D
Raven,CeFi、Quantitative Trading、Market Makers,None,https://www.rootdata.com/Projects/detail/Raven?k=MTI3MzE%3D
SekuyaSKYA,Gaming、Metaverse,Immutable X,https://www.rootdata.com/Projects/detail/Sekuya?k=MTI3Mjg%3D
Credbull,DeFi、Lending、Fixed Interest Rate Lending,Polygon,https://www.rootdata.com/Projects/detail/Credbull?k=MTI3MjM%3D
Helix Bridge,Infra、Cross-chain Bridge,"Ethereum, Polygon, Arbitrum",https://www.rootdata.com/Projects/detail/Helix%20Bridge?k=MTI3MTk%3D
Suister,DeFi、Launchpad,Sui,https://www.rootdata.com/Projects/detail/Suister?k=MTI3MTQ%3D
Baby Shark Universe,Gaming、Metaverse,None,https://www.rootdata.com/Projects/detail/Baby%20Shark%20Universe%20?k=MTI3MTA%3D
CyberDEX,DeFi、Derivatives、Perp,Optimism,https://www.rootdata.com/Projects/detail/CyberDEX?k=MTI3MDk%3D
Match Systems,Compliance Solutions,None,https://www.rootdata.com/Projects/detail/Match%20Systems?k=MTI3MDQ%3D
Archisinal,NFT、RWA,Polkadot,https://www.rootdata.com/Projects/detail/Archisinal?k=MTI3MDM%3D
GPTVerseGPTV,Metaverse、AI,BNB Chain,https://www.rootdata.com/Projects/detail/GPTVerse?k=MTI2OTg%3D
Volta,Infra、Wallet、Multisig Solution,Solana,https://www.rootdata.com/Projects/detail/Volta?k=MTI2OTI%3D
HiveswapHIVP,DeFi、DEX,Map Protocol,https://www.rootdata.com/Projects/detail/Hiveswap?k=MTI2ODQ%3D
Halls Of Olympia,Gaming,Ethereum,https://www.rootdata.com/Projects/detail/Halls%20Of%20Olympia?k=MTI2Nzc%3D
Fig,DeFi、Options、DOV,None,https://www.rootdata.com/Projects/detail/Fig?k=MTI2NzQ%3D
Codex,Infra、Storage Network,None,https://www.rootdata.com/Projects/detail/Codex?k=MTI2NTk%3D
Ascendant,Gaming、AI,"Bitcoin, Merlin Chain",https://www.rootdata.com/Projects/detail/Ascendant?k=MTI2NTg%3D
Taofu,DeFi,Bittensor,https://www.rootdata.com/Projects/detail/Taofu?k=MTI2NTM%3D
0xTerminal,Tools、Trading robot,None,https://www.rootdata.com/Projects/detail/0xTerminal?k=MTI2MzQ%3D
CoinCollect,NFT、NFTFi,Polygon,https://www.rootdata.com/Projects/detail/CoinCollect?k=MTI2MzI%3D
Matera,Creator Economy,None,https://www.rootdata.com/Projects/detail/Matera?k=MTI2MjU%3D
Smart Pocket,Entertainment,None,https://www.rootdata.com/Projects/detail/Smart%20Pocket?k=MTI2MjI%3D
Homeety,DeFi、RWA,None,https://www.rootdata.com/Projects/detail/Homeety?k=MTI2MDc%3D
Mogaland,Education Solution,None,https://www.rootdata.com/Projects/detail/Mogaland?k=MTI2MDY%3D
Ardoxus,Gaming,None,https://www.rootdata.com/Projects/detail/Ardoxus?k=MTI2MDU%3D
Mande NetworkMAND,Infra、Layer2、Reputation System,Dymension,https://www.rootdata.com/Projects/detail/Mande%20Network?k=MTI2MDI%3D
Ironlight,DeFi、RWA,None,https://www.rootdata.com/Projects/detail/Ironlight?k=MTI2MDE%3D
Tide Groups,CeFi、Quantitative Trading、Market Makers,None,https://www.rootdata.com/Projects/detail/Tide%20Groups?k=MTI1NzM%3D
Open Dollar,DeFi、Stablecoin Protocol,"Ethereum, Arbitrum",https://www.rootdata.com/Projects/detail/Open%20Dollar?k=MTI1NzI%3D
OpenEXOEX,DeFi,Bitcoin,https://www.rootdata.com/Projects/detail/OpenEX?k=MTI1NjI%3D
b0rder1ess,NFT、NFT solutions,None,https://www.rootdata.com/Projects/detail/b0rder1ess?k=MTI1NDk%3D
Hats Protocol,DAO Solutions,None,https://www.rootdata.com/Projects/detail/Hats%20Protocol?k=MTI1NDA%3D
Logos,Infra、Digital Country/City,None,https://www.rootdata.com/Projects/detail/Logos?k=MTI1MjU%3D
Deagent AI,Infra、AI Agents、AI,None,https://www.rootdata.com/Projects/detail/Deagent%20AI?k=MTI1MjA%3D
Moso,Marketing Solutions、E-commerce,None,https://www.rootdata.com/Projects/detail/Moso?k=MTI1MDc%3D
LiteVerse,NFT、NFT marketplace、Ordinals,Litecoin,https://www.rootdata.com/Projects/detail/LiteVerse?k=MTI1MDY%3D
Stakeland,DeFi、Yield optimizer,Ethereum,https://www.rootdata.com/Projects/detail/Stakeland?k=MTI0OTA%3D
Untrading,DeFi、Asset Management,"Ethereum, Polygon",https://www.rootdata.com/Projects/detail/Untrading?k=MTI0ODU%3D
Forage,NFT,None,https://www.rootdata.com/Projects/detail/Forage?k=MTI0ODE%3D
Circle of Games,Gaming、Game Platforms,None,https://www.rootdata.com/Projects/detail/Circle%20of%20Games?k=MTI0NTQ%3D
Maxis.gg,Gaming、Game Platforms,"Ethereum, Polygon",https://www.rootdata.com/Projects/detail/Maxis.gg?k=MTI0NDU%3D
Impostors,Gaming,Ethereum,https://www.rootdata.com/Projects/detail/Impostors?k=MTI0MTM%3D
DegenVerse,Gaming,None,https://www.rootdata.com/Projects/detail/DegenVerse?k=MTI0MTA%3D
